SPEC_ID,NAME,RA,DEC,Z,Quality
2759,g0021328-335518,5.38679167,-33.92175,0.108578,4
2761,g0017370-354331,4.40420833,-35.72513889,0.110828,4
2764,g0024071-333901,6.02954167,-33.65027778,0.061083,4
2768,g0022597-343158,5.74875,-34.53269444,0.048742,4
2769,g0030017-334553,7.50704167,-33.76472222,0.138324,4
2770,g0029084-341333,7.28495833,-34.22575,0.014064,4
2772,g0030364-342245,7.65183333,-34.37925,0.030214,4
2773,g0025129-350133,6.30354167,-35.02588889,1.62259,3
2775,g0029378-345612,7.407375,-34.93669444,0.030063,4
2776,g0032468-345652,8.19516667,-34.94780556,0.109584,4
2778,g0019546-360252,4.97758333,-36.04775,0.02461,4
2779,g0024491-353643,6.204625,-35.612,0.109757,4
2780,g0032132-360058,8.05508333,-36.016,0.069763,4
2782,g0027437-360442,6.931875,-36.07830556,0.108621,4
2785,g0031140-365114,7.80833333,-36.85388889,0.024219,4
2786,g0031136-365836,7.80670833,-36.97672222,0.115801,4
2787,g0030118-365426,7.54895833,-36.90730556,0.108291,4
2788,g0030277-370738,7.61545833,-37.12730556,0.023462,4
2789,g0026330-363060,6.63766667,-36.51655556,0.044511,4
2791,g0023226-363314,5.84416667,-36.55377778,0.048076,4
2792,g0024362-362822,6.15070833,-36.47288889,0.04479,4
2793,g0026079-370956,6.53291667,-37.16558333,0.072246,4
2794,g0025162-371954,6.31758333,-37.33166667,0.06699,4
2795,g0022530-363515,5.721,-36.58752778,0.070989,4
2796,g0023392-370542,5.9135,-37.09491667,0.066749,4
2797,g0021178-364357,5.32433333,-36.73252778,0.048419,4
2798,g0022385-350651,5.66020833,-35.11413889,0.112097,4
2801,g0021374-372645,5.405875,-37.44577778,0.197387,4
2802,g0020514-414950,5.21425,-41.83047222,0.05403,4
2803,g0019485-414404,4.95204167,-41.73458333,0.053673,4
2805,g0018488-413903,4.70320833,-41.651,0.091012,4
2806,g0017278-414851,4.36583333,-41.81416667,0.091051,4
2807,g0019244-404439,4.8515,-40.74425,0.05314,4
2808,g0015411-415430,3.92141667,-41.90833333,0.053411,4
2809,g0020144-395519,5.059875,-39.92188889,0.038173,4
2810,g0017276-411325,4.36483333,-41.22369444,0.903252,3
2811,g0022598-394204,5.74929167,-39.70116667,0.057102,4
2812,g0024499-402108,6.2085,-40.35302778,0.029074,4
2813,g0013434-413527,3.430625,-41.59080556,0.04046,4
2814,g0014172-410324,3.57145833,-41.05661111,0.154079,4
2815,g0014245-401258,3.602125,-40.21611111,0.027681,4
2816,g0016243-402711,4.10129167,-40.45325,0.028401,4
2817,g0013434-405940,3.43079167,-40.99447222,0.069679,4
2818,g0023286-395922,5.86895833,-39.98952778,0.02932,4
2819,g0014489-402048,3.70391667,-40.34666667,0.051849,4
2820,g0017146-402759,4.311,-40.46627778,0.091662,4
2821,g0013087-395924,3.28625,-39.99019444,0.057899,4
2822,g0024432-400019,6.17995833,-40.00533333,0.047875,4
2823,g0015501-392722,3.95883333,-39.45616667,0.057744,4
2824,g0020413-392552,5.17220833,-39.43122222,0.062666,4
2825,g0009538-395122,2.474125,-39.856,0.058792,4
2826,g0024321-400730,6.133625,-40.12488889,0.069803,4
2827,g0008362-395143,2.151,-39.86202778,0.111961,4
2828,g0016369-393309,4.15358333,-39.55258333,0.057894,4
2829,g0007455-394410,1.9395,-39.73605556,0.04509,3
2830,g0009555-392531,2.48141667,-39.42513889,0.116266,4
2831,g0007366-390220,1.90229167,-39.03880556,0.087783,4
2832,g0009493-385201,2.45491667,-38.86680556,0.061492,4
2834,g0021336-402321,5.39,-40.38919444,0.028883,3
2835,g0011412-383537,2.92183333,-38.59369444,0.075501,4
2836,g0016499-392726,4.207875,-39.45736111,0.085636,4
2837,g0020132-385336,5.05475,-38.89333333,0.092708,4
2838,g0019080-385716,4.78320833,-38.95433333,0.102115,4
2839,g0012152-384619,3.06316667,-38.77197222,0.075621,4
2840,g0011138-380747,2.80770833,-38.12966667,0.074981,4
2841,g0014229-375309,3.59525,-37.88586111,0.050631,4
2842,g0014272-381145,3.61341667,-38.19594444,0.05151,4
2843,g0012243-372725,3.10125,-37.45694444,0.028089,4
2844,g0013297-373226,3.37366667,-37.54063889,0.049784,4
2845,g0016206-375633,4.08575,-37.94258333,0.055715,4
2847,g0021209-385926,5.33725,-38.9905,0.048322,4
2848,g0023106-390824,5.79395833,-39.14002778,0.094949,4
2849,g0019060-393941,4.77491667,-39.66127778,0.028629,4
2850,g0025582-392306,6.49225,-39.38519444,0.093229,4
2851,g0018060-374234,4.52479167,-37.70941667,0.023503,4
2852,g0019272-371435,4.86341667,-37.24286111,0.119918,4
2853,g0019125-363552,4.802,-36.59761111,0.065384,4
2855,g0023344-363340,5.8935,-36.56097222,0.048128,4
2856,g0020022-391944,5.00929167,-39.32894444,0.047614,4
2857,g0024381-371240,6.158625,-37.21122222,0.066799,4
2858,g0015304-390715,3.87645833,-39.12088889,0.061851,4
2859,g0026054-364120,6.522375,-36.68888889,0.303448,4
2860,g0027040-364043,6.766625,-36.67858333,0.109183,4
2863,g0026172-394605,6.57133333,-39.768,0.063914,4
2864,g0027568-371519,6.986875,-37.25533333,0.07319,4
2865,g0024424-394244,6.17679167,-39.71222222,0.063337,4
2868,g0025461-393425,6.44229167,-39.57352778,0.061777,4
2869,g0026172-400812,6.57158333,-40.13672222,0.10065,4
2870,g0027524-390609,6.968125,-39.10252778,0.068599,4
2871,g0023013-382049,5.75525,-38.34705556,0.199557,3
2872,g0034200-375542,8.58333333,-37.92838889,0.073919,4
2874,g0033592-384716,8.49654167,-38.78788889,0.109964,4
2875,g0036138-384246,9.05766667,-38.71283333,0.068172,4
2877,g0032511-392848,8.21279167,-39.48005556,0.067156,4
2878,g0027240-400253,6.85008333,-40.04813889,0.057517,4
2879,g0032190-395555,8.07916667,-39.93197222,0.069209,4
2880,g0032069-400549,8.02854167,-40.09694444,0.069009,4
2881,g0035386-401512,8.91075,-40.25319444,0.217111,4
2883,g0032141-401348,8.05875,-40.23005556,0.124033,4
2884,g0029179-400313,7.324375,-40.05366667,0.069435,4
2885,g0029161-401159,7.31725,-40.19980556,0.037066,4
2886,g0030382-400436,7.65908333,-40.07672222,0.037336,4
2887,g0032478-404558,8.19895833,-40.76605556,0.140514,3
2888,g0030333-404912,7.63883333,-40.81997222,0.068288,4
2889,g0026042-403644,6.5175,-40.61208333,0.061126,4
2890,g0028117-405158,7.04854167,-40.866,0.029841,4
2891,g0030122-410604,7.551,-41.10119444,0.029825,4
2892,g0032149-412302,8.061875,-41.38391667,0.026275,4
2893,g0031296-412407,7.87329167,-41.40202778,0.124742,4
2894,g0027092-405904,6.78845833,-40.98438889,0.0267,4
2895,g0026108-412535,6.54495833,-41.42630556,0.069243,4
2897,g0025580-414618,6.4915,-41.77166667,0.096515,4
2898,g0023165-411305,5.818625,-41.21808333,0.026963,4
2899,g0023114-522505,5.7975,-52.41816667,0.037213,4
2900,g0018474-514536,4.69741667,-51.76,0.436942,4
2901,g0018427-524430,4.67775,-52.74155556,0.115004,4
2903,g0013464-523738,3.44345833,-52.62725,0.114704,4
2904,g0019066-504955,4.77745833,-50.83183333,0.06171,4
2905,g0008416-523930,2.17325,-52.65841667,0.051751,4
2906,g0006153-524641,1.56370833,-52.77802778,0.036241,4
2907,g0014097-511527,3.54054167,-51.25736111,0.078018,4
2908,g0006036-521308,1.514875,-52.21880556,0.033622,4
2909,g0009329-513039,2.387125,-51.51072222,0.114756,3
2910,g0006190-513613,1.57904167,-51.60352778,0.090857,4
2911,g0004060-513457,1.02516667,-51.5825,0.034303,4
2912,g0006484-510613,1.7015,-51.10347222,0.034244,4
2913,g0010360-513047,2.64995833,-51.51302778,0.070068,4
2914,g0011013-510711,2.75558333,-51.11983333,0.049853,4
2915,g0005299-504835,1.37441667,-50.80980556,0.036991,4
2916,g0012425-510732,3.17708333,-51.12566667,0.057613,4
2917,g0006574-503147,1.73895833,-50.52983333,0.11955,4
2918,g0006527-502454,1.719625,-50.41511111,0.033625,4
2919,g0007571-502628,1.987875,-50.44097222,0.033115,4
2920,g0013466-504827,3.44404167,-50.80758333,0.059914,4
2921,g0014016-503658,3.50654167,-50.61605556,0.050444,4
2922,g0014114-502235,3.547625,-50.37636111,0.010467,3
2923,g0019566-510852,4.98579167,-51.14766667,0.011076,4
2924,g0013154-492027,3.31433333,-49.34080556,0.033247,4
2925,g0019542-502651,4.97570833,-50.44744444,0.07188,4
2926,g0015472-495024,3.94658333,-49.84011111,0.071714,4
2927,g0019197-495513,4.832,-49.92033333,0.071354,4
2928,g0016371-495812,4.15458333,-49.97002778,0.071201,4
2929,g0020068-494238,5.02816667,-49.71047222,0.083874,4
2930,g0021443-494612,5.434625,-49.76994444,0.072951,4
2931,g0022064-493115,5.52645833,-49.52072222,0.071495,4
2932,g0023332-485622,5.88829167,-48.93933333,0.071116,4
2933,g0024450-493624,6.18754167,-49.60652778,0.071202,4
2934,g0026327-490732,6.63633333,-49.12541667,0.073246,4
2935,g0027124-484451,6.8015,-48.74752778,0.080413,4
2936,g0027412-484036,6.921625,-48.67669444,0.074216,4
2937,g0027512-484853,6.96320833,-48.81480556,0.074846,4
2938,g0028353-484936,7.146875,-48.82672222,0.066267,4
2939,g0028494-490036,7.20579167,-49.01005556,0.087305,4
2940,g0029498-485908,7.4575,-48.98547222,0.066013,4
2941,g0022414-503532,5.672375,-50.59233333,0.07117,4
2942,g0025262-494439,6.35916667,-49.74408333,0.059536,4
2943,g0021091-502929,5.28808333,-50.49138889,0.033496,4
2944,g0027206-501445,6.836,-50.24588889,0.14515,4
2945,g0031253-493523,7.85541667,-49.58969444,0.021858,4
2946,g0027528-503505,6.96995833,-50.58469444,0.030556,4
2947,g0030514-502558,7.71404167,-50.43263889,0.07234,4
2948,g0033427-500352,8.42804167,-50.06444444,0.143281,4
2949,g0028537-501304,7.22375,-50.21775,0.072414,4
2950,g0031480-503209,7.94991667,-50.53583333,0.087283,4
2951,g0032416-503834,8.17333333,-50.64269444,0.058424,4
2952,g0037047-502328,9.26941667,-50.39105556,0.048612,4
2953,g0033184-504221,8.32654167,-50.70583333,0.058554,4
2954,g0036104-504552,9.04333333,-50.76444444,0.07354,4
2955,g0024277-511512,6.11558333,-51.25338889,0.038674,4
2956,g0033447-505121,8.43620833,-50.85591667,0.048735,4
2957,g0034087-510730,8.53620833,-51.12502778,0.025116,4
2958,g0029008-505400,7.25320833,-50.90008333,0.033135,4
2960,g0039159-511702,9.81604167,-51.28375,0.028555,4
2961,g0034580-513323,8.74170833,-51.55644444,0.047544,4
2962,g0034015-513744,8.506375,-51.62886111,0.083352,4
2963,g0024283-504106,6.11791667,-50.68497222,0.024626,4
2964,g0037281-514057,9.36691667,-51.68255556,0.089771,4
2965,g0033315-520302,8.38108333,-52.0505,0.029364,4
2966,g0019475-511510,4.94770833,-51.25266667,0.021715,4
2967,g0029417-513114,7.42354167,-51.52066667,0.010956,4
2968,g0038378-520446,9.65741667,-52.07952778,0.054543,4
2969,g0037595-520740,9.49808333,-52.12769444,0.058612,4
2970,g0032084-520800,8.03479167,-52.13336111,0.055692,4
2971,g0020304-511150,5.12670833,-51.19708333,0.022125,4
2972,g0034513-522145,8.71391667,-52.36255556,0.045509,4
2973,g0037026-524035,9.26079167,-52.67644444,0.118638,4
2974,g0028187-515909,7.07795833,-51.98577778,0.057652,4
2975,g0033369-524807,8.40370833,-52.80202778,0.047352,4
2976,g0021267-515416,5.36108333,-51.90455556,0.075551,4
2977,g0029050-520910,7.27070833,-52.15263889,0.055552,4
2978,g0025181-514841,6.32529167,-51.81138889,0.070812,4
2979,g0027117-521249,6.79875,-52.21347222,0.070388,4
2980,g0032248-532801,8.10333333,-53.46686111,0.068976,4
2981,g0028594-530602,7.2475,-53.10047222,0.093519,4
2982,g0026449-521726,6.68708333,-52.29061111,0.057002,4
2983,g0030164-532451,7.568125,-53.41408333,0.086609,4
2984,g0027221-532304,6.84220833,-53.38444444,0.107194,4
2985,g0026407-530948,6.66954167,-53.16327778,0.06282,4
2986,g0026209-532255,6.58725,-53.382,0.106667,4
2987,g0022595-510111,5.74804167,-51.01977778,0.06748,4
2988,g0022468-533754,5.695,-53.63177778,0.097307,4
2989,g0024265-205125,6.1105,-20.85686111,0.052795,4
2990,g0023521-205754,5.96704167,-20.96497222,0.053672,4
2992,g0025152-202853,6.31320833,-20.48141667,0.055126,4
2993,g0022072-205358,5.529875,-20.89941667,0.077083,3
2994,g0020294-210624,5.122375,-21.10666667,0.052331,4
2995,g0020056-210008,5.02341667,-21.00230556,0.100808,4
2996,g0024533-190805,6.221875,-19.13469444,0.10462,4
2997,g0018022-212337,4.50933333,-21.39347222,0.105128,4
2998,g0017344-205633,4.39333333,-20.94258333,0.091137,4
2999,g0022014-203331,5.506,-20.55872222,0.077347,4
3000,g0015251-212640,3.85470833,-21.44438889,0.001328,4
3001,g0017076-205511,4.28175,-20.91975,0.090953,4
3003,g0021374-194043,5.40583333,-19.67855556,0.025152,4
3005,g0017022-203020,4.25904167,-20.50552778,0.148092,3
3006,g0017346-201538,4.39429167,-20.26047222,0.090003,3
3007,g0016359-201322,4.14954167,-20.22288889,0.080356,4
3008,g0020135-194514,5.056375,-19.75391667,0.094674,4
3009,g0012358-201907,3.149,-20.31858333,0.02695,4
3010,g0022241-194737,5.60045833,-19.79366667,0.024932,4
3011,g0014195-200159,3.58116667,-20.03294444,0.096096,3
3012,g0012242-195332,3.10079167,-19.89219444,0.065303,4
3013,g0018065-193812,4.526875,-19.63658333,0.068175,4
3014,g0017289-192739,4.37025,-19.46077778,0.096577,4
3015,g0020061-192708,5.02529167,-19.45208333,0.144182,4
3016,g0012583-191034,3.243,-19.176,0.094996,4
3017,g0021412-192812,5.42183333,-19.46994444,0.101175,3
3018,g0012512-185019,3.21329167,-18.83861111,0.56866,3
3019,g0017356-191648,4.39816667,-19.27997222,0.115139,4
3020,g0017102-191805,4.2925,-19.30147222,0.010859,4
3021,g0018385-190630,4.66054167,-19.10836111,0.042703,4
3022,g0014526-184806,3.719,-18.80177778,0.052863,4
3025,g0024462-195832,6.192375,-19.9755,0.053165,4
3026,g0021562-185804,5.48404167,-18.96788889,0.023329,4
3027,g0019394-180903,4.91433333,-18.15072222,0.071702,4
3028,g0021344-184320,5.39320833,-18.72219444,0.077733,4
3029,g0017390-173847,4.41241667,-17.64627778,0.115219,4
3030,g0019332-174528,4.88841667,-17.75769444,0.071682,4
3031,g0017510-171811,4.46241667,-17.30313889,0.071725,3
3032,g0020153-172951,5.06354167,-17.49755556,0.163361,3
3033,g0019161-173147,4.81720833,-17.52969444,0.071626,4
3034,g0021466-175844,5.444125,-17.97886111,0.097309,4
3035,g0022164-181853,5.56841667,-18.31466667,0.023342,4
3036,g0022318-174322,5.6325,-17.72269444,0.094749,4
3037,g0025440-165239,6.43345833,-16.87747222,0.09509,4
3038,g0025279-184822,6.36608333,-18.80611111,0.225911,4
3040,g0022558-190202,5.732375,-19.03375,0.052935,4
3041,g0023483-191730,5.95104167,-19.29158333,0.053125,4
3042,g0023554-180251,5.980625,-18.04744444,0.053275,4
3043,g0022471-182740,5.69633333,-18.46113889,0.025393,3
3044,g0028118-172603,7.04904167,-17.43402778,0.055487,4
3045,g0026320-183947,6.63320833,-18.66291667,0.69223,3
3046,g0022315-193301,5.631375,-19.55030556,0.037223,4
3047,g0029419-172319,7.42441667,-17.38847222,0.106372,4
3048,g0029368-173830,7.40333333,-17.64177778,0.054067,4
3049,g0025424-190010,6.4265,-19.00286111,0.246313,4
3050,g0029233-181638,7.34691667,-18.27727778,0.026715,4
3051,g0025497-191203,6.45720833,-19.20072222,0.10374,4
3052,g0022330-194010,5.63766667,-19.66944444,0.025242,4
3053,g0027064-190930,6.77675,-19.15822222,0.034935,4
3054,g0032565-181157,8.23525,-18.19902778,0.053455,4
3055,g0033285-181539,8.368625,-18.26080556,0.094359,4
3056,g0032356-190847,8.14820833,-19.14638889,0.07614,4
3057,g0032357-192134,8.14883333,-19.35944444,0.052628,4
3058,g0032460-193930,8.19183333,-19.65844444,0.053588,4
3059,g0034349-194046,8.64554167,-19.67936111,0.056599,4
3060,g0035395-200731,8.9145,-20.12533333,0.011101,4
3061,g0023145-192634,5.81029167,-19.44280556,0.052852,4
3062,g0028568-195449,7.23675,-19.91355556,0.063088,4
3063,g0034498-202703,8.70758333,-20.45088889,0.065206,4
3064,g0032545-202618,8.22708333,-20.43836111,0.104369,4
3065,g0028398-200629,7.16595833,-20.108,0.109802,4
3066,g0029379-202604,7.407875,-20.4345,0.066038,4
3067,g0030018-203330,7.50741667,-20.55833333,0.053074,4
3068,g0031336-204858,7.88983333,-20.81602778,0.061695,4
3069,g0026019-201145,6.50804167,-20.19577778,0.052162,4
3070,g0031303-211223,7.87625,-21.20625,0.052947,4
3071,g0032327-212819,8.13604167,-21.47188889,0.089581,4
3072,g0030122-211202,7.55079167,-21.2005,0.064948,4
3073,g0031152-213047,7.813375,-21.51294444,0.089737,4
3074,g0027262-205031,6.85916667,-20.84191667,0.063454,4
3075,g0025031-204750,6.26275,-20.79725,0.056356,4
3076,g0027492-214611,6.95491667,-21.76980556,0.079439,4
3078,g0026011-214660,6.50454167,-21.78325,0.058003,3
3079,g0024283-035125,6.11779167,-3.85691667,0.014255,4
3080,g0024091-031612,6.037875,-3.27011111,0.056841,3
3081,g0022102-042047,5.54241667,-4.34636111,0.014434,4
3082,g0023500-030354,5.95825,-3.06505556,0.020604,4
3083,g0021270-041352,5.362625,-4.23119444,0.06426,4
3084,g0023534-025157,5.97258333,-2.86583333,0.245154,4
3085,g0022562-023524,5.73404167,-2.59,0.084015,4
3086,g0019261-040502,4.85858333,-4.08386111,0.020253,4
3087,g0026512-015924,6.71316667,-1.98991667,0.319088,4
3088,g0020112-032402,5.04658333,-3.40058333,0.039782,4
3089,g0019079-033032,4.78308333,-3.50880556,0.019294,4
3090,g0020265-025458,5.11025,-2.91616667,0.362652,4
3091,g0018550-031634,4.72933333,-3.27608333,0.020544,4
3092,g0021221-022734,5.34216667,-2.45952778,0.036983,4
3093,g0022517-020208,5.71533333,-2.03547222,0.084299,4
3094,g0021393-014936,5.41354167,-1.82655556,0.039863,4
3095,g0022439-014716,5.682875,-1.78780556,0.062177,4
3096,g0016355-025300,4.14808333,-2.88341667,0.039948,4
3097,g0017043-024207,4.26783333,-2.70205556,0.094777,4
3098,g0016430-020520,4.17920833,-2.08897222,0.107462,4
3099,g0018353-015551,4.64691667,-1.93083333,0.102126,4
3100,g0023060-013641,5.774875,-1.61138889,0.063801,4
3101,g0021512-013527,5.46329167,-1.59091667,0.039113,4
3102,g0020562-014918,5.23425,-1.82158333,0.018015,4
3103,g0022089-012556,5.537,-1.43233333,0.016135,4
3104,g0017587-013513,4.49454167,-1.58705556,0.06195,3
3105,g0017148-012111,4.31183333,-1.35308333,0.06933,4
3106,g0018135-011711,4.55641667,-1.28644444,0.06807,4
3107,g0021227-011234,5.34445833,-1.2095,0.06785,4
3108,g0017258-005843,4.35766667,-0.97858333,0.017735,4
3109,g0018571-005816,4.73804167,-0.97119444,0.068337,4
3110,g0016304-003802,4.12670833,-0.63377778,0.06286,4
3111,g0021438-005115,5.432375,-0.85425,0.106417,4
3112,g0020275-010409,5.114625,-1.06922222,0.064831,4
3113,g0015582-001813,3.99266667,-0.30355556,0.039273,4
3114,g0016304-001603,4.12679167,-0.26736111,0.039143,4
3115,g0021076-005532,5.28170833,-0.92544444,0.108077,4
3116,g0021338-003330,5.39091667,-0.55838889,0.104687,4
3117,g0020293-003318,5.12208333,-0.55502778,0.039513,4
3118,g0020048-001206,5.019875,-0.20152778,0.071507,4
3119,g0020258-000324,5.10729167,-0.05655556,0.045613,4
3120,g0023377-003036,5.90704167,-0.50991667,0.063371,4
3121,g0023200-012856,5.83325,-1.48227778,0.061118,4
3122,g0022173-005808,5.57204167,-0.96880556,0.107133,4
3123,g0023397-000729,5.91520833,-0.12463889,0.064068,4
3124,g0025282-001340,6.36741667,-0.22769444,0.062982,4
3125,g0023493-001803,5.95533333,-0.30094444,0.042703,4
3126,g0023542-004329,5.97591667,-0.72483333,0.064281,4
3127,g0025447-000034,6.436375,-0.00952778,0.041814,4
3128,g0025151-010642,6.31304167,-1.11177778,0.037594,4
3129,g0026063-020130,6.52620833,-2.02505556,0.014126,4
3130,g0025540-011647,6.47516667,-1.27972222,0.057572,4
3131,g0027524-014837,6.96816667,-1.81019444,0.013286,4
3132,g0027576-000341,6.989875,-0.06125,0.046034,4
3133,g0029104-000949,7.29345833,-0.16369444,0.060543,4
3134,g0028193-001447,7.08045833,-0.24638889,0.059792,4
3135,g0029330-000515,7.38758333,-0.08747222,0.058633,4
3136,g0029479-001445,7.44941667,-0.24575,0.060802,4
3137,g0029371-002818,7.404625,-0.47169444,0.059419,4
3138,g0032557-000116,8.23208333,-0.02102778,0.068272,4
3139,g0030308-004650,7.62820833,-0.78055556,0.059842,4
3140,g0031032-004632,7.76345833,-0.77561111,0.060543,4
3141,g0032131-004037,8.05466667,-0.67691667,0.066429,4
3142,g0034394-002447,8.66404167,-0.41294444,0.0889,4
3143,g0034340-011258,8.64166667,-1.216,0.072768,4
3144,g0031417-014300,7.92391667,-1.71677778,0.08219,4
3145,g0032545-012343,8.22716667,-1.39513889,0.130066,4
3146,g0029359-014444,7.39941667,-1.74563889,0.067691,4
3147,g0031483-015359,7.95116667,-1.89961111,0.056903,4
3148,g0034196-015516,8.58183333,-1.921,0.08286,4
3149,g0034159-020417,8.56616667,-2.07130556,0.08338,4
3150,g0033451-015810,8.43775,-1.96936111,0.053433,4
3151,g0036030-021029,9.01254167,-2.17469444,0.057173,4
3152,g0034450-021607,8.6875,-2.26855556,0.081357,4
3153,g0035017-020830,8.757,-2.14158333,0.054923,4
3154,g0034512-022731,8.713375,-2.45852778,0.08177,4
3155,g0035301-023930,8.87558333,-2.65819444,0.019266,4
3156,g0029517-021660,7.46525,-2.28330556,0.017696,4
3157,g0034107-024537,8.54445833,-2.76038889,0.019956,4
3158,g0031066-024851,7.77745833,-2.81425,0.058362,4
3159,g0032353-024549,8.14708333,-2.76352778,0.058912,4
3160,g0031343-020918,7.89279167,-2.15491667,0.044374,4
3161,g0034272-031219,8.61333333,-3.20536111,0.024535,4
3162,g0032303-025802,8.126375,-2.96719444,0.058802,4
3163,g0031503-030038,7.95970833,-3.01047222,0.08286,4
3164,g0030596-023225,7.74845833,-2.54038889,0.019236,4
3165,g0030486-032246,7.7025,-3.37952778,0.058152,4
3166,g0030531-025802,7.72108333,-2.96730556,0.078746,4
3167,g0030145-033029,7.560375,-3.50802778,1.55944,4
3168,g0031525-033743,7.968625,-3.62855556,0.059098,4
3169,g0031018-034332,7.75729167,-3.72563889,0.058452,4
3170,g0029158-031726,7.31579167,-3.29047222,0.111133,4
3171,g0029288-040254,7.37008333,-4.04830556,0.061291,4
3172,g0026001-025558,6.50020833,-2.93286111,0.06713,4
3173,g0026440-033548,6.68341667,-3.59658333,0.013712,4
3174,g0025549-032515,6.47858333,-3.42083333,0.014565,4
3175,g0024036-345737,6.01516667,-34.96036111,0.105121,3
3176,g0020052-341717,5.02166667,-34.28808333,0.025045,4
3177,g0020356-342804,5.1485,-34.46780556,0.025455,4
3178,g0022306-340714,5.627375,-34.12066667,0.049401,4
3179,g0022509-341603,5.712,-34.2675,0.029949,4
3180,g0023276-341358,5.86491667,-34.23280556,0.048768,4
3181,g0025266-340131,6.360625,-34.02530556,0.049468,4
3182,g0019475-342819,4.94804167,-34.47205556,0.025445,4
3183,g0018380-355643,4.65845833,-35.94536111,0.012795,4
3185,g0020093-340046,5.03866667,-34.01280556,0.030269,4
3186,g0018210-345111,4.5875,-34.85305556,0.094549,4
3187,g0019570-355606,4.98729167,-35.93511111,0.048505,4
3188,g0013446-355840,3.436,-35.97766667,0.071525,4
3189,g0013130-355259,3.30404167,-35.88294444,0.074188,4
3190,g0015440-351218,3.9335,-35.20508333,0.049174,3
3191,g0013144-352122,3.310125,-35.35611111,0.075086,4
3192,g0012368-351724,3.15341667,-35.29005556,0.074426,4
3193,g0014031-350746,3.51320833,-35.12922222,0.029793,3
3194,g0017056-343254,4.273375,-34.5485,0.050799,4
3195,g0015298-345813,3.87404167,-34.97027778,0.142852,3
3196,g0014100-345415,3.54154167,-34.90411111,0.174377,4
3197,g0016106-344927,4.04408333,-34.82425,0.048849,4
3198,g0013351-344309,3.39608333,-34.71902778,0.110232,4
3199,g0017208-344555,4.33658333,-34.76536111,0.095959,4
3200,g0016082-343222,4.03408333,-34.5395,0.111274,4
3201,g0014338-340431,3.64070833,-34.07519444,0.098349,4
3202,g0016393-335431,4.16375,-33.90861111,0.113705,4
3204,g0018397-335101,4.66533333,-33.85022222,0.095841,4
3205,g0015466-340403,3.94425,-34.06747222,0.05376,4
3206,g0018203-333554,4.58466667,-33.59827778,0.047177,4
3207,g0012486-332601,3.20233333,-33.43363889,0.10104,4
3208,g0017433-332402,4.43029167,-33.40063889,0.031299,4
3209,g0017056-331826,4.273375,-33.30725,0.04841,4
3210,g0015219-330118,3.841375,-33.02166667,0.061798,4
3211,g0016401-330443,4.16720833,-33.07869444,0.114746,4
3212,g0015520-324302,3.96679167,-32.71708333,0.108356,4
3213,g0021516-331642,5.46483333,-33.27822222,0.048998,4
3214,g0018030-325545,4.51275,-32.92933333,0.025896,4
3215,g0017188-323057,4.328375,-32.51597222,0.025476,4
3216,g0020557-331428,5.232125,-33.24111111,0.238646,3
3217,g0017362-321514,4.40091667,-32.25397222,0.059793,4
3218,g0022482-331350,5.70079167,-33.23047222,0.047942,4
3219,g0023170-330449,5.82070833,-33.08027778,0.048529,4
3220,g0022481-325221,5.70029167,-32.87255556,0.097806,4
3221,g0021462-322423,5.44245833,-32.4065,0.032901,4
3222,g0024403-331603,6.16804167,-33.26755556,0.049399,4
3223,g0023546-323210,5.97758333,-32.53616667,0.01122,4
3224,g0024255-323215,6.10625,-32.53747222,0.124219,4
3225,g0026046-315926,6.519125,-31.99058333,0.04172,4
3226,g0026120-323459,6.550125,-32.58308333,0.05098,4
3227,g0025092-324910,6.28845833,-32.81958333,0.061144,4
3228,g0028306-330251,7.127625,-33.04755556,0.024212,4
3229,g0027431-330318,6.92970833,-33.05511111,0.155572,4
3230,g0024420-330728,6.175,-33.12455556,0.06151,4
3231,g0026456-325415,6.68991667,-32.90427778,0.04813,4
3232,g0025292-330354,6.3715,-33.06494444,0.05128,4
3233,g0027377-325025,6.90679167,-32.84005556,0.05248,4
3234,g0031123-321927,7.80120833,-32.32408333,0.045715,4
3235,g0030381-325245,7.65858333,-32.87916667,0.046934,4
3237,g0029385-331535,7.41045833,-33.25991667,0.00481,4
3238,g0030219-331438,7.59129167,-33.244,0.0053,4
3239,g0032474-330427,8.197625,-33.07422222,0.049594,4
3240,g0029147-331102,7.311125,-33.18388889,0.051414,4
3241,g0034030-325907,8.51266667,-32.98533333,0.015002,4
3242,g0034288-331735,8.61995833,-33.293,0.098308,4
3243,g0031266-332216,7.86083333,-33.37122222,0.031772,4
3244,g0034428-332833,8.67845833,-33.47588889,0.032123,4
3245,g0022216-334028,5.59008333,-33.67427778,0.108676,4
3246,g0024127-332020,6.05291667,-33.33891667,0.051669,4
3247,g0033598-341637,8.49904167,-34.27708333,0.030368,4
3248,g0033045-340722,8.268625,-34.12263889,0.00554,4
3250,g0025380-331735,6.40816667,-33.29302778,0.052609,4
3251,g0037374-351727,9.405875,-35.29083333,0.030241,4
3252,g0026310-342527,6.629125,-34.42408333,0.105986,4
3253,g0026131-332849,6.55483333,-33.48033333,0.063364,4
3254,g0032049-352332,8.02058333,-35.39230556,0.024,4
3256,g0023145-344602,5.81045833,-34.76730556,0.061601,4
3258,g0029035-345906,7.26470833,-34.98511111,0.110826,4
